,group_id,context,groups
251,251,"TorchScript also has a representation at a lower level than the code pretty-
printer, in the form of IR graphs. TorchScript uses a static single assignment (SSA) intermediate representation
(IR) to represent computation. The instructions in this format consist of
ATen (the C++ backend of PyTorch) operators and other primitive operators,
including control flow operators for loops and conditionals. As an example: graphfollows the same rules described in theInspecting Codesection
with regard toforwardmethod lookup. The example script above produces the graph: Take the instruction%rv.1:Tensor=aten::zeros(%4,%6,%6,%10,%12)#test.py:9:10for
example. %rv.1:Tensormeans we assign the output to a (unique) value namedrv.1, that value is ofTensortype and that we do not know its concrete shape. aten::zerosis the operator (equivalent totorch.zeros) and the input list(%4,%6,%6,%10,%12)specifies which values in scope should be passed as inputs. The schema for built-in functions likeaten::zeroscan be found atBuiltin Functions. #test.py:9:10is the location in the original source file that generated this instruction. In this case, it is a file namedtest.py, on line 9, and at character 10. Notice that operators can also have associatedblocks, namely theprim::Loopandprim::Ifoperators. In the graph print-out, these
operators are formatted to reflect their equivalent source code forms
to facilitate easy debugging. Graphs can be inspected as shown to confirm that the computation described
by aScriptModuleis correct, in both automated and manual fashion, as
described below. ","[605, 630]"
252,252,"TorchScript also has a representation at a lower level than the code pretty-
printer, in the form of IR graphs. TorchScript uses a static single assignment (SSA) intermediate representation
(IR) to represent computation. The instructions in this format consist of
ATen (the C++ backend of PyTorch) operators and other primitive operators,
including control flow operators for loops and conditionals. As an example: graphfollows the same rules described in theInspecting Codesection
with regard toforwardmethod lookup. The example script above produces the graph: Take the instruction%rv.1:Tensor=aten::zeros(%4,%6,%6,%10,%12)#test.py:9:10for
example. %rv.1:Tensormeans we assign the output to a (unique) value namedrv.1, that value is ofTensortype and that we do not know its concrete shape. aten::zerosis the operator (equivalent totorch.zeros) and the input list(%4,%6,%6,%10,%12)specifies which values in scope should be passed as inputs. The schema for built-in functions likeaten::zeroscan be found atBuiltin Functions. #test.py:9:10is the location in the original source file that generated this instruction. In this case, it is a file namedtest.py, on line 9, and at character 10. Notice that operators can also have associatedblocks, namely theprim::Loopandprim::Ifoperators. In the graph print-out, these
operators are formatted to reflect their equivalent source code forms
to facilitate easy debugging. Graphs can be inspected as shown to confirm that the computation described
by aScriptModuleis correct, in both automated and manual fashion, as
described below. There are some edge cases that exist where the trace of a given Python
function/module will not be representative of the underlying code. These
cases can include: Tracing of control flow that is dependent on inputs (e.g. tensor shapes) Tracing of in-place operations of tensor views (e.g. indexing on the left-hand side of an assignment) Note that these cases may in fact be traceable in the future. ","[603, 610, 621, 622]"
253,253,"TorchScript provides a code pretty-printer for allScriptModuleinstances. This
pretty-printer gives an interpretation of the script method’s code as valid
Python syntax. For example: AScriptModulewith a singleforwardmethod will have an attributecode, which you can use to inspect theScriptModule’s code.
If theScriptModulehas more than one method, you will need to access.codeon the method itself and not the module. We can inspect the
code of a method namedfooon aScriptModuleby accessing.foo.code.
The example above produces this output: This is TorchScript’s compilation of the code for theforwardmethod.
You can use this to ensure TorchScript (tracing or scripting) has captured
your model code correctly. TorchScript also has a representation at a lower level than the code pretty-
printer, in the form of IR graphs. TorchScript uses a static single assignment (SSA) intermediate representation
(IR) to represent computation. The instructions in this format consist of
ATen (the C++ backend of PyTorch) operators and other primitive operators,
including control flow operators for loops and conditionals. As an example: graphfollows the same rules described in theInspecting Codesection
with regard toforwardmethod lookup. The example script above produces the graph: Take the instruction%rv.1:Tensor=aten::zeros(%4,%6,%6,%10,%12)#test.py:9:10for
example. %rv.1:Tensormeans we assign the output to a (unique) value namedrv.1, that value is ofTensortype and that we do not know its concrete shape. aten::zerosis the operator (equivalent totorch.zeros) and the input list(%4,%6,%6,%10,%12)specifies which values in scope should be passed as inputs. The schema for built-in functions likeaten::zeroscan be found atBuiltin Functions. #test.py:9:10is the location in the original source file that generated this instruction. In this case, it is a file namedtest.py, on line 9, and at character 10. ","[606, 613, 614]"
254,254,"TorchScript uses a static single assignment (SSA) intermediate representation
(IR) to represent computation. The instructions in this format consist of
ATen (the C++ backend of PyTorch) operators and other primitive operators,
including control flow operators for loops and conditionals. As an example: graphfollows the same rules described in theInspecting Codesection
with regard toforwardmethod lookup. The example script above produces the graph: Take the instruction%rv.1:Tensor=aten::zeros(%4,%6,%6,%10,%12)#test.py:9:10for
example. %rv.1:Tensormeans we assign the output to a (unique) value namedrv.1, that value is ofTensortype and that we do not know its concrete shape. aten::zerosis the operator (equivalent totorch.zeros) and the input list(%4,%6,%6,%10,%12)specifies which values in scope should be passed as inputs. The schema for built-in functions likeaten::zeroscan be found atBuiltin Functions. #test.py:9:10is the location in the original source file that generated this instruction. In this case, it is a file namedtest.py, on line 9, and at character 10. Notice that operators can also have associatedblocks, namely theprim::Loopandprim::Ifoperators. In the graph print-out, these
operators are formatted to reflect their equivalent source code forms
to facilitate easy debugging. Graphs can be inspected as shown to confirm that the computation described
by aScriptModuleis correct, in both automated and manual fashion, as
described below. There are some edge cases that exist where the trace of a given Python
function/module will not be representative of the underlying code. These
cases can include: Tracing of control flow that is dependent on inputs (e.g. tensor shapes) Tracing of in-place operations of tensor views (e.g. indexing on the left-hand side of an assignment) Note that these cases may in fact be traceable in the future. ","[623, 624]"
255,255,"Trace a function and return an executable  orScriptFunctionthat will be optimized using just-in-time compilation.   Compilesfnwhen it is first called during tracing.   Trace a module and return an executableScriptModulethat will be optimized using just-in-time compilation.   Creates an asynchronous task executingfuncand a reference to the value of the result of this execution.   Forces completion of atorch.jit.Future[T]asynchronous task, returning the result of the task.   A wrapper around C++torch::jit::Module.   Functionally equivalent to aScriptModule, but represents a single function and does not have any attributes or Parameters.   Freezing aScriptModulewill clone it and attempt to inline the cloned module’s submodules, parameters, and attributes as constants in the TorchScript IR Graph.   Save an offline version of this module for use in a separate process.   Load aScriptModuleorScriptFunctionpreviously saved withtorch.jit.save   This decorator indicates to the compiler that a function or method should be ignored and left as a Python function.   This decorator indicates to the compiler that a function or method should be ignored and replaced with the raising of an exception.   This function provides for conatiner type refinement in TorchScript.   This method is a pass-through function that returnsvalue, mostly used to indicate to the TorchScript compiler that the left-hand side expression is a class instance attribute with type oftype.   This method is a pass-through function that returnsthe_value, used to hint TorchScript compiler the type ofthe_value. In many cases either tracing or scripting is an easier approach for converting a model to TorchScript.
Tracing and scripting can be composed to suit the particular requirements
of a part of a model. ","[580, 582]"
256,256,"Trace a module and return an executableScriptModulethat will be optimized using just-in-time compilation.   Creates an asynchronous task executingfuncand a reference to the value of the result of this execution.   Forces completion of atorch.jit.Future[T]asynchronous task, returning the result of the task.   A wrapper around C++torch::jit::Module.   Functionally equivalent to aScriptModule, but represents a single function and does not have any attributes or Parameters.   Freezing aScriptModulewill clone it and attempt to inline the cloned module’s submodules, parameters, and attributes as constants in the TorchScript IR Graph.   Save an offline version of this module for use in a separate process.   Load aScriptModuleorScriptFunctionpreviously saved withtorch.jit.save   This decorator indicates to the compiler that a function or method should be ignored and left as a Python function.   This decorator indicates to the compiler that a function or method should be ignored and replaced with the raising of an exception.   This function provides for conatiner type refinement in TorchScript.   This method is a pass-through function that returnsvalue, mostly used to indicate to the TorchScript compiler that the left-hand side expression is a class instance attribute with type oftype.   This method is a pass-through function that returnsthe_value, used to hint TorchScript compiler the type ofthe_value. In many cases either tracing or scripting is an easier approach for converting a model to TorchScript.
Tracing and scripting can be composed to suit the particular requirements
of a part of a model. Scripted functions can call traced functions. This is particularly useful when you need
to use control-flow around a simple feed-forward model. For instance the beam search
of a sequence to sequence model will typically be written in script but can call an
encoder module generated using tracing. Example (calling a traced function in script): ","[581, 587, 588]"
257,257,"Type of rounding applied to the result: None - default behavior. Performs no rounding and, if both input and other are integer types, promotes the inputs to the default scalar type.
Equivalent to true division in Python (the /operator) and NumPy’snp.true_divide. ""trunc""- rounds the results of the division towards zero.
Equivalent to C-style integer division. ""floor""- rounds the results of the division down.
Equivalent to floor division in Python (the //operator) and NumPy’snp.floor_divide. ","[12, 13, 15, 16, 24, 25, 26, 27, 28, 29]"
258,258,"Update the consolidated state_dict list, one per rank. to(int) – the rank that receives the global states. (default: 0) Restore the global parameter groups as well as the shard. state_dict(dict) – optimizer state. Should be an object returned
from a call tostate_dict() Gets this rank’sstate_dict.  The state of the optimizer as adict.
It contains two entries: differs between optimizer classes. param_groups - a dict containing all parameter groups ",[496]
259,259,"Usetorch.linalg.norm(), instead, ortorch.linalg.vector_norm()when computing vector norms andtorch.linalg.matrix_norm()when
computing matrix norms. Note, however, the signature for these functions
is slightly different than the signature for torch.norm. input(Tensor) – The input tensor. Its data type must be either a floating
point or complex type. For complex inputs, the norm is calculated using the
absolute value of each element. If the input is complex and neitherdtypenoroutis specified, the result’s data type will
be the corresponding floating point type (e.g. float ifinput is
complexfloat). p(int,float,inf,-inf,'fro','nuc',optional) – the order of norm. Default:'fro'The following norms can be calculated: ord matrix norm vector norm ’fro’ Frobenius norm – ‘nuc’ nuclear norm – Number – sum(abs(x)**ord)**(1./ord) The vector norm can be calculated across any number of dimensions.
The corresponding dimensions of inputare flattened into
one dimension, and the norm is calculated on the flattened
dimension. ",[412]
260,260,"Warning In order to implementSelf-Normalizing Neural Networks,
you should usenonlinearity='linear'instead ofnonlinearity='selu'.
This gives the initial weights a variance of1/N,
which is necessary to induce a stable fixed point in the forward pass.
In contrast, the default gain forSELUsacrifices the normalisation
effect for more stable gradient flow in rectangular layers. nonlinearity– the non-linear function (nn.functionalname) param– optional parameter for the non-linear function Examples Fills the input Tensor with values drawn from the uniform
distributionU(a,b)\mathcal{U}(a, b)U(a,b). tensor– an n-dimensionaltorch.Tensor a– the lower bound of the uniform distribution b– the upper bound of the uniform distribution Examples Fills the input Tensor with values drawn from the normal
distributionN(mean,std2)\mathcal{N}(\text{mean}, \text{std}^2)N(mean,std2). tensor– an n-dimensionaltorch.Tensor mean– the mean of the normal distribution std– the standard deviation of the normal distribution Examples Fills the input Tensor with the valueval\text{val}val. tensor– an n-dimensionaltorch.Tensor val– the value to fill the tensor with Examples Fills the input Tensor with the scalar value1. tensor– an n-dimensionaltorch.Tensor Examples Fills the input Tensor with the scalar value0. tensor– an n-dimensionaltorch.Tensor Examples Fills the 2-dimensional input tensorwith the identity
matrix. Preserves the identity of the inputs inLinearlayers, where as
many inputs are preserved as possible. tensor– a 2-dimensionaltorch.Tensor Examples Fills the {3, 4, 5}-dimensional input tensorwith the Dirac
delta function. Preserves the identity of the inputs inConvolutionallayers, where as many input channels are preserved as possible. In case
of groups>1, each group of channels preserves identity tensor– a {3, 4, 5}-dimensionaltorch.Tensor groups(optional) – number of groups in the conv layer (default: 1) Examples ","[939, 940]"
261,261,"Warning The@torch.jit.ignoreannotation’s behavior changes in
PyTorch 1.2. Before PyTorch 1.2 the @ignore decorator was used to make a function
or method callable from code that is exported. To get this functionality back,
use@torch.jit.unused().@torch.jit.ignoreis now equivalent
to@torch.jit.ignore(drop=False). See@torch.jit.ignoreand@torch.jit.unusedfor details. When passed to thetorch.jit.scriptfunction, atorch.nn.Module’s data is
copied to aScriptModuleand the TorchScript compiler compiles the module.
The module’sforwardis compiled by default. Methods called fromforwardare
lazily compiled in the order they are used inforward, as well as any@torch.jit.exportmethods. This decorator indicates that a method on annn.Moduleis used as an entry point into aScriptModuleand should be compiled. forwardimplicitly is assumed to be an entry point, so it does not need this decorator.
Functions and methods called fromforwardare compiled as they are seen
by the compiler, so they do not need this decorator either. Example (using@torch.jit.exporton a method): ",[730]
262,262,"Warning The@torch.jit.ignoreannotation’s behavior changes in
PyTorch 1.2. Before PyTorch 1.2 the @ignore decorator was used to make a function
or method callable from code that is exported. To get this functionality back,
use@torch.jit.unused().@torch.jit.ignoreis now equivalent
to@torch.jit.ignore(drop=False). See@torch.jit.ignoreand@torch.jit.unusedfor details. When passed to thetorch.jit.scriptfunction, atorch.nn.Module’s data is
copied to aScriptModuleand the TorchScript compiler compiles the module.
The module’sforwardis compiled by default. Methods called fromforwardare
lazily compiled in the order they are used inforward, as well as any@torch.jit.exportmethods. This decorator indicates that a method on annn.Moduleis used as an entry point into aScriptModuleand should be compiled. forwardimplicitly is assumed to be an entry point, so it does not need this decorator.
Functions and methods called fromforwardare compiled as they are seen
by the compiler, so they do not need this decorator either. Example (using@torch.jit.exporton a method): Functions don’t change much, they can be decorated with@torch.jit.ignoreortorch.jit.unusedif needed. Warning TorchScript class support is experimental. Currently it is best suited
for simple record-like types (think aNamedTuplewith methods
attached). Everything in a user definedTorchScript Classis
exported by default, functions can be decorated with@torch.jit.ignoreif needed. The TorchScript compiler needs to know the types ofmodule attributes. Most types
can be inferred from the value of the member. Empty lists and dicts cannot have their
types inferred and must have their types annotated withPEP 526-styleclass annotations.
If a type cannot be inferred and is not explicitly annotated, it will not be added as an attribute
to the resultingScriptModule Old API: New API: ","[646, 653, 657, 660, 671, 727, 728, 729]"
263,263,"Warning torch.norm is deprecated and may be removed in a future PyTorch release. Usetorch.linalg.norm(), instead, ortorch.linalg.vector_norm()when computing vector norms andtorch.linalg.matrix_norm()when
computing matrix norms. Note, however, the signature for these functions
is slightly different than the signature for torch.norm. ",[413]
264,264,What is the Alias for torch.trunc?,[30]
265,265,"ZeroRedundancyOptimizer use a greedy algorithm to pack a number of
parameters at each rank. Each parameter belongs to a single rank and is not
divided among ranks. The partition is arbitrary and might not match the
the parameter registration or usage order. params(Iterable) – anIterableof torch.Tensors optimizer_class(torch.nn.Optimizer) – the class of the local
optimizer. group(ProcessGroup, optional) –torch.distributedProcessGroup(default:group.WORLDinitialized bytorch.distributed.init_process_group()). parameters_as_bucket_views(bool) – when enabled, parameters will
be packed into larger buckets to speed up communication andparam.datafields will point to bucket views at different
offsets. When disabled, each individual parameter will be
communicated separately, butparams.datawill stay intact. **default– all trailing arguments will be forwarded to the given optimizer. Example: Add a param group to theOptimizersparam_groups. This can be useful when fine tuning a pre-trained network, as frozen
layers can be made trainable and added to theOptimizeras
training progresses. param_group(dict) – Specifies what Tensors should be optimized
along with group specific optimization options. Update the consolidated state_dict list, one per rank. to(int) – the rank that receives the global states. (default: 0) Restore the global parameter groups as well as the shard. state_dict(dict) – optimizer state. Should be an object returned
from a call tostate_dict() Gets this rank’sstate_dict.  The state of the optimizer as adict.
It contains two entries: differs between optimizer classes. param_groups - a dict containing all parameter groups Partitions parameters across distributed data parallel ranks. a list ofparam_groups(which is a list of dict) where each
element of the list contains the param_groups for a rank. Element 0
corresponds to rank 0, etc. We need all the ranks for the broadcast
insidestep(). Returns the local_state_dict for a given rank. rank(int) – rank to getlocal_state_dictfor state_dict(dict) – globalstate_dict ","[127, 129, 132, 137, 138, 139, 143, 144, 145, 146]"
266,266,"[1] D. W. Griffin and J. S. Lim, “Signal estimation from modified short-time Fourier transform,”
IEEE Trans. ASSP, vol.32, no.2, pp.236-243, Apr. 1984. input(Tensor) – The input tensor. Expected to be output of stft(),
can either be complex (channel,fft_size,n_frame), or real
(channel,fft_size,n_frame, 2) where the channel dimension is optional. Deprecated since version 1.8.0:Real input is deprecated, use complex inputs as returned bystft(...,return_complex=True)instead. ","[749, 750, 751]"
267,267,"and we will be able to step into the@torch.jit.scriptfunction as a normal Python function. To disable the
TorchScript compiler for a specific function, see@torch.jit.ignore. TorchScript provides a code pretty-printer for allScriptModuleinstances. This
pretty-printer gives an interpretation of the script method’s code as valid
Python syntax. For example: AScriptModulewith a singleforwardmethod will have an attributecode, which you can use to inspect theScriptModule’s code.
If theScriptModulehas more than one method, you will need to access.codeon the method itself and not the module. We can inspect the
code of a method namedfooon aScriptModuleby accessing.foo.code.
The example above produces this output: This is TorchScript’s compilation of the code for theforwardmethod.
You can use this to ensure TorchScript (tracing or scripting) has captured
your model code correctly. TorchScript also has a representation at a lower level than the code pretty-
printer, in the form of IR graphs. TorchScript uses a static single assignment (SSA) intermediate representation
(IR) to represent computation. The instructions in this format consist of
ATen (the C++ backend of PyTorch) operators and other primitive operators,
including control flow operators for loops and conditionals. As an example: graphfollows the same rules described in theInspecting Codesection
with regard toforwardmethod lookup. The example script above produces the graph: Take the instruction%rv.1:Tensor=aten::zeros(%4,%6,%6,%10,%12)#test.py:9:10for
example. %rv.1:Tensormeans we assign the output to a (unique) value namedrv.1, that value is ofTensortype and that we do not know its concrete shape. aten::zerosis the operator (equivalent totorch.zeros) and the input list(%4,%6,%6,%10,%12)specifies which values in scope should be passed as inputs. The schema for built-in functions likeaten::zeroscan be found atBuiltin Functions. ","[602, 607, 608, 611, 612]"
268,268,"a– the lower bound of the uniform distribution b– the upper bound of the uniform distribution Examples Fills the input Tensor with values drawn from the normal
distributionN(mean,std2)\mathcal{N}(\text{mean}, \text{std}^2)N(mean,std2). tensor– an n-dimensionaltorch.Tensor mean– the mean of the normal distribution std– the standard deviation of the normal distribution Examples Fills the input Tensor with the valueval\text{val}val. tensor– an n-dimensionaltorch.Tensor val– the value to fill the tensor with Examples Fills the input Tensor with the scalar value1. tensor– an n-dimensionaltorch.Tensor Examples Fills the input Tensor with the scalar value0. tensor– an n-dimensionaltorch.Tensor Examples Fills the 2-dimensional input Tensor with the identity
matrix. Preserves the identity of the inputs inLinearlayers, where as
many inputs are preserved as possible. tensor– a 2-dimensionaltorch.Tensor Examples Fills the {3, 4, 5}-dimensional input Tensor with the Dirac
delta function. Preserves the identity of the inputs inConvolutionallayers, where as many input channels are preserved as possible. In case
of groups>1, each group of channels preserves identity tensor– a {3, 4, 5}-dimensionaltorch.Tensor groups(optional) – number of groups in the conv layer (default: 1) Examples Fills the input Tensor with values according to the method
described inUnderstanding the difficulty of training deep feedforward
neural networks- Glorot, X. & Bengio, Y. (2010), using a uniform
distribution. The resulting tensor will have values sampled fromU(−a,a)\mathcal{U}(-a, a)U(−a,a)where Also known as Glorot initialization. tensor– an n-dimensionaltorch.Tensor gain– an optional scaling factor Examples Fills the input Tensor with values according to the method
described inUnderstanding the difficulty of training deep feedforward
neural networks- Glorot, X. & Bengio, Y. (2010), using a normal
distribution. The resulting tensor will have values sampled fromN(0,std2)\mathcal{N}(0, \text{std}^2)N(0,std2)where Also known as Glorot initialization. ",[109]
269,269,"b(Tensor) – the RHS tensor of size(∗,m,k)(*, m, k)(∗,m,k), where∗*∗is zero or more batch dimensions. LU_data(Tensor) – the pivoted LU factorization of A fromtorch.lu()of size(∗,m,m)(*, m, m)(∗,m,m),
where∗*∗is zero or more batch dimensions. LU_pivots(IntTensor) – the pivots of the LU factorization fromtorch.lu()of size(∗,m)(*, m)(∗,m),
where∗*∗is zero or more batch dimensions.
The batch dimensions of LU_pivotsmust be equal to the batch dimensions ofLU_data. out(Tensor,optional) – the output tensor. ","[917, 918]"
270,270,"b(Tensor) – the RHS tensor of size(∗,m,k)(*, m, k)(∗,m,k), where∗*∗is zero or more batch dimensions. LU_data(Tensor) – the pivoted LU factorization of A fromtorch.lu()of size(∗,m,m)(*, m, m)(∗,m,m),
where∗*∗is zero or more batch dimensions. LU_pivots(IntTensor) – the pivots of the LU factorization fromtorch.lu()of size(∗,m)(*, m)(∗,m),
where∗*∗is zero or more batch dimensions.
The batch dimensions ofLU_pivotsmust be equal to the batch dimensions ofLU_data. out(Tensor,optional) – the output tensor. ","[81, 85, 86, 87]"
271,271,"batch1andbatch2must be 3-D tensors each containing the
same number of matrices. Ifbatch1is a(b×n×m)(b \times n \times m)(b×n×m)tensor,batch2is a(b×m×p)(b \times m \times p)(b×m×p)tensor,inputmust bebroadcastablewith a(n×p)(n \times p)(n×p)tensor
andoutwill be a(n×p)(n \times p)(n×p)tensor. Ifbetais 0, theninputwill be ignored, andnanandinfin
it will not be propagated. For inputs of typeFloatTensororDoubleTensor, argumentsbetaandalphamust be real numbers, otherwise they should be integers. ",[963]
272,272,"b– the upper bound of the uniform distribution Examples Fills the input Tensor with values drawn from the normal
distributionN(mean,std2)\mathcal{N}(\text{mean}, \text{std}^2)N(mean,std2). tensor– an n-dimensionaltorch.Tensor mean– the mean of the normal distribution std– the standard deviation of the normal distribution Examples Fills the input Tensor with the valueval\text{val}val. tensor– an n-dimensionaltorch.Tensor val– the value to fill the tensor with Examples ",[942]
273,273,"b– the upper bound of the uniform distribution Examples Fills the input Tensor with values drawn from the normal
distributionN(mean,std2)\mathcal{N}(\text{mean}, \text{std}^2)N(mean,std2). tensor– an n-dimensionaltorch.Tensor mean– the mean of the normal distribution std– the standard deviation of the normal distribution Examples Fills the input Tensor with the valueval\text{val}val. tensor– an n-dimensionaltorch.Tensor val– the value to fill the tensor with Examples Fills the input Tensor with the scalar value1. tensor– an n-dimensionaltorch.Tensor Examples Fills the input Tensor with the scalar value0. tensor– an n-dimensionaltorch.Tensor Examples Fills the 2-dimensional input Tensor with the identity
matrix. Preserves the identity of the inputs inLinearlayers, where as
many inputs are preserved as possible. tensor– a 2-dimensionaltorch.Tensor Examples Fills the {3, 4, 5}-dimensional input Tensor with the Dirac
delta function. Preserves the identity of the inputs inConvolutionallayers, where as many input channels are preserved as possible. In case
of groups>1, each group of channels preserves identity tensor– a {3, 4, 5}-dimensionaltorch.Tensor groups(optional) – number of groups in the conv layer (default: 1) Examples Fills the input Tensor with values according to the method
described inUnderstanding the difficulty of training deep feedforward
neural networks- Glorot, X. & Bengio, Y. (2010), using a uniform
distribution. The resulting tensor will have values sampled fromU(−a,a)\mathcal{U}(-a, a)U(−a,a)where Also known as Glorot initialization. tensor– an n-dimensionaltorch.Tensor gain– an optional scaling factor Examples Fills the input Tensor with values according to the method
described inUnderstanding the difficulty of training deep feedforward
neural networks- Glorot, X. & Bengio, Y. (2010), using a normal
distribution. The resulting tensor will have values sampled fromN(0,std2)\mathcal{N}(0, \text{std}^2)N(0,std2)where Also known as Glorot initialization. tensor– an n-dimensionaltorch.Tensor ","[108, 110, 111]"
274,274,"device(torch.device, optional) – the desired device of returned tensor.
Default: if None, uses the current device for the default tensor type
(seetorch.set_default_tensor_type()).devicewill be the CPU
for CPU tensor types and the current CUDA device for CUDA tensor types. requires_grad(bool,optional) – If autograd should record operations on the
returned tensor. Default:False. A 1-D tensor of size(window_length,)(\text{window\_length},)(window_length,)containing the window Tensor ","[103, 105, 106]"
275,275,"differs between optimizer classes. param_groups - a dict containing all parameter groups Partitions parameters across distributed data parallel ranks. a list of param_groups(which is a list of dict) where each
element of the list contains the param_groups for a rank. Element 0
corresponds to rank 0, etc. We need all the ranks for the broadcast
insidestep(). Returns the local_state_dict for a given rank. rank(int) – rank to get local_state_dict for state_dict(dict) – globalstate_dict ","[521, 525]"
276,276,"dtype(torch.dtype, optional) – the desired data type of
returned tensor. If specified, the input tensor is casted to
:attr:’dtype’ while performing the operation. Default: None. Note Even thoughp='fro'supports any number of dimensions, the true
mathematical definition of Frobenius norm only applies to tensors with
exactly two dimensions.torch.linalg.norm()withord='fro'aligns
with the mathematical definition, since it can only be applied across
exactly two dimensions. Example: ","[885, 886, 887]"
277,277,"dtype(torch.dtype, optional) – the desired data type of returned tensor.
Default: if None, uses a global default (seetorch.set_default_tensor_type()). If dtype is not given, infer the data type from the other input
arguments. If any ofstart,end, orstopare floating-point, thedtypeis inferred to be the default dtype, seeget_default_dtype(). Otherwise, thedtypeis inferred to
betorch.int64. layout(torch.layout, optional) – the desired layout of returned Tensor.
Default:torch.strided. ","[794, 795, 796, 798, 799, 891]"
278,278,"dtype(torch.dtype, optional) – the desired data type of returned tensor.
Default: if None, uses a global default (seetorch.set_default_tensor_type()). Only floating point types are supported. layout(torch.layout, optional) – the desired layout of returned window tensor. Only torch.strided(dense layout) is supported. ",[98]
279,279,"end(Number) – the ending value for the set of points step(Number) – the gap between each pair of adjacent points. Default:1. out(Tensor,optional) – the output tensor. ",[787]
280,280,"end(Number) – the ending value for the set of points step(Number) – the gap between each pair of adjacent points. Default:1. out(Tensor,optional) – the output tensor. dtype(torch.dtype, optional) – the desired data type of returned tensor.
Default: if None, uses a global default (seetorch.set_default_tensor_type()). If dtype is not given, infer the data type from the other input
arguments. If any ofstart,end, orstopare floating-point, thedtypeis inferred to be the default dtype, seeget_default_dtype(). Otherwise, thedtypeis inferred to
betorch.int64. layout(torch.layout, optional) – the desired layout of returned Tensor.
Default:torch.strided. device(torch.device, optional) – the desired device of returned tensor.
Default: if None, uses the current device for the default tensor type
(seetorch.set_default_tensor_type()).devicewill be the CPU
for CPU tensor types and the current CUDA device for CUDA tensor types. ","[104, 784, 791, 890]"
281,281,"hop_length(Optional[int]) – The distance between neighboring sliding window frames.
(Default:n_fft//4) win_length(Optional[int]) – The size of window frame and STFT filter. (Default:n_fft) window(Optional[torch.Tensor]) – The optional window function.
(Default:torch.ones(win_length)) center(bool) – Whether input was padded on both sides so that thettt-th frame is
centered at timet×hop_lengtht \times \text{hop\_length}t×hop_length.
(Default:True) ","[763, 764, 765, 766, 767]"
282,282,"input and indexmust have the same number of dimensions.
It is also required that index.size(d)<=input.size(d)for all
dimensionsd!=dim.outwill have the same shape asindex.
Note thatinputandindexdo not broadcast against each other. input(Tensor) – the source tensor dim(int) – the axis along which to index index(LongTensor) – the indices of elements to gather sparse_grad(bool,optional) – IfTrue, gradient w.r.t.inputwill be a sparse tensor. out(Tensor,optional) – the destination tensor Example: ",[930]
283,283,"input(Tensor) – The input tensor. Expected to be output of stft(),
can either be complex (channel,fft_size,n_frame), or real
(channel,fft_size,n_frame, 2) where the channel dimension is optional. Deprecated since version 1.8.0:Real input is deprecated, use complex inputs as returned bystft(...,return_complex=True)instead. n_fft(int) – Size of Fourier transform hop_length(Optional[int]) – The distance between neighboring sliding window frames.
(Default:n_fft//4) ",[755]
284,284,"input(Tensor) – The input tensor. Expected to be output of stft(),
can either be complex (channel,fft_size,n_frame), or real
(channel,fft_size,n_frame, 2) where the channel dimension is optional. Deprecated since version 1.8.0:Real input is deprecated, use complex inputs as returned bystft(...,return_complex=True)instead. n_fft(int) – Size of Fourier transform hop_length(Optional[int]) – The distance between neighboring sliding window frames.
(Default:n_fft//4) win_length(Optional[int]) – The size of window frame and STFT filter. (Default:n_fft) window(Optional[torch.Tensor]) – The optional window function.
(Default:torch.ones(win_length)) center(bool) – Whether input was padded on both sides so that thettt-th frame is
centered at timet×hop_lengtht \times \text{hop\_length}t×hop_length.
(Default:True) normalized(bool) – Whether the STFT was normalized. (Default:False) onesided(Optional[bool]) – Whether the STFT was onesided.
(Default:true if n_fft!=fft_sizein the input size) ",[770]
285,285,"input(Tensor) – The input tensor. Its data type must be either a floating
point or complex type. For complex inputs, the norm is calculated using the
absolute value of each element. If the input is complex and neitherdtypenoroutis specified, the result’s data type will
be the corresponding floating point type (e.g. float ifinput is
complexfloat). p(int,float,inf,-inf,'fro','nuc',optional) – the order of norm. Default:'fro'The following norms can be calculated: ord matrix norm vector norm ’fro’ Frobenius norm – ‘nuc’ nuclear norm – Number – sum(abs(x)**ord)**(1./ord) The vector norm can be calculated across any number of dimensions.
The corresponding dimensions of inputare flattened into
one dimension, and the norm is calculated on the flattened
dimension. Frobenius norm produces the same result asp=2in all cases
except whendimis a list of three or more dims, in which
case Frobenius norm throws an error. Nuclear norm can only be calculated across exactly two dimensions. ","[416, 417, 431]"
286,286,"input(Tensor) – the dividend other(TensororNumber) – the divisor rounding_mode(str,optional) – Type of rounding applied to the result: None - default behavior. Performs no rounding and, if both input and other are integer types, promotes the inputs to the default scalar type.
Equivalent to true division in Python (the /operator) and NumPy’snp.true_divide. ""trunc""- rounds the results of the division towards zero.
Equivalent to C-style integer division. ",[14]
287,287,"input(Tensor) – the input tensor. Tests if any element in inputevaluates toTrue. Note This function matches the behaviour of NumPy in returning
output of dtypeboolfor all supported dtypes exceptuint8.
Foruint8the dtype of output isuint8itself. Example: For each row of input in the given dimension dim,
returnsTrueif any element in the row evaluate toTrueandFalseotherwise. ","[895, 896]"
