,question,answer,group_id
23104,forward_packed operator in LSTM not supported by jit scriptmodule,"I think this is expected for your example, the hidden state is supposed to be of `Optional[Tuple[Tensor, Tensor]]` instead of just `Tensor`. Your example fails in eager mode as well

```
RuntimeError: Expected hidden[0] size (1, 1, 512), got (1, 512)
```

Your example runs fine if you use `h1` for the hidden state instead. Closing since this looks like user error, feel free to re-open if you are still running into errors.",3259
23105,Getting gradient of element of tensor wrt the element itself,"```
print(torch.autograd.grad(b[0][0], b[0], allow_unused=True)
```

This doesn't do what you want because the autograd graph for `b[0][0]` is not related to `b[0]` (no CSE happens here.) The second code is correct and you should do it that way.",8718
23106,Getting gradient of element of tensor wrt the element itself,"```
print(torch.autograd.grad(b[0][0], b[0], allow_unused=True)
```

This doesn't do what you want because the autograd graph for `b[0][0]` is not related to `b[0]` (no CSE happens here.) The second code is correct and you should do it that way.",8718
23107,[naming] Promote _LRScheduler to LRScheduler,"Since this could encourage people to experiment with the learning rate scheduler class, I'm ok if @vadimkantorov wants to open a pull request promoting `_LRScheduler` to `LRScheduler`, and keeping the old name for backward compatibility, potentially with a deprecation warning. ",5930
23108,[naming] Promote _LRScheduler to LRScheduler,"Since this could encourage people to experiment with the learning rate scheduler class, I'm ok if @vadimkantorov wants to open a pull request promoting `_LRScheduler` to `LRScheduler`, and keeping the old name for backward compatibility, potentially with a deprecation warning. ",5930
23109,[docs] Update and momentum formulas in SGD docs,"IMO, this is a no brainer. I'll put up a PR.

Should it be
`v_{t+1} = p_{t}*v_{t} + g_{t+1}`? (Added a subscript for `p`)",3367
23110,[docs] Update and momentum formulas in SGD docs,"IMO, this is a no brainer. I'll put up a PR.

Should it be
`v_{t+1} = p_{t}*v_{t} + g_{t+1}`? (Added a subscript for `p`)",3367
23111,torch.jit.trace() does not work without check_trace =False,"> hoe to slove it ?
Just don't pass the same tensor 3 times as the same var. See the next my comment.

",265
23112,torch.jit.trace() does not work without check_trace =False,"> hoe to slove it ?
Just don't pass the same tensor 3 times as the same var. See the next my comment.

",265
23113,TracerWarning: Output nr 1. of the traced function does not match the corresponding output of the Python function. Detailed error: Not within tolerance,"I solved the problem by adding model.eval() and deleting the model.cuda(), aka, map the model to cpu",3205
23114,TracerWarning: Output nr 1. of the traced function does not match the corresponding output of the Python function. Detailed error: Not within tolerance,"I solved the problem by adding model.eval() and deleting the model.cuda(), aka, map the model to cpu",3205
23115,[JIT] Making JIT work with Pyro's VAE example,"> Do the examples do a lot of operations with scalar tensors?

The arguments passed to the traced functions are not scalars in many cases, but there may be other places within the traced function call (e.g. in distributions or our own internals) that have scalar operations. Is there a way to get a more detailed JIT log to localize where the issue might be?",217
23116,[JIT] Making JIT work with Pyro's VAE example,"> Do the examples do a lot of operations with scalar tensors?

The arguments passed to the traced functions are not scalars in many cases, but there may be other places within the traced function call (e.g. in distributions or our own internals) that have scalar operations. Is there a way to get a more detailed JIT log to localize where the issue might be?",217
23117,[feature request][pytorch] finfo as in numpy and finfo for default dtype,If you don't care about where the code lives: https://github.com/pytorch/pytorch/blob/ddf187c198f8e249e78351ba94e773bf9d21de3a/torch/distributions/utils.py#L20,3560
23118,[feature request][pytorch] finfo as in numpy and finfo for default dtype,If you don't care about where the code lives: https://github.com/pytorch/pytorch/blob/ddf187c198f8e249e78351ba94e773bf9d21de3a/torch/distributions/utils.py#L20,3560
23119,Performance improvement on sparse CUDA coalesce(),"Closing this because when nnz is large enough, CUDA kernel actually performance reasonably well:
```
>>> from random import *
>>> n = 100000
>>> I = torch.tensor([[randint(0, 99) for _ in range(3)] for _ in range(n)])
>>> V = torch.randn(n)
>>> size = torch.Size([1000, 1000, 1000])
>>> S = torch.sparse_coo_tensor(I.t(), V, size)

>>> %timeit S.coalesce()
10 loops, best of 3: 30.7 ms per loop

>>> S = torch.sparse_coo_tensor(I.t(), V.cuda(), size)
>>> %timeit torch.cuda.synchronize(); S.coalesce(); torch.cuda.synchronize();
100 loops, best of 3: 9.59 ms per loop
```",1607
23120,Performance improvement on sparse CUDA coalesce(),"Closing this because when nnz is large enough, CUDA kernel actually performance reasonably well:
```
>>> from random import *
>>> n = 100000
>>> I = torch.tensor([[randint(0, 99) for _ in range(3)] for _ in range(n)])
>>> V = torch.randn(n)
>>> size = torch.Size([1000, 1000, 1000])
>>> S = torch.sparse_coo_tensor(I.t(), V, size)

>>> %timeit S.coalesce()
10 loops, best of 3: 30.7 ms per loop

>>> S = torch.sparse_coo_tensor(I.t(), V.cuda(), size)
>>> %timeit torch.cuda.synchronize(); S.coalesce(); torch.cuda.synchronize();
100 loops, best of 3: 9.59 ms per loop
```",1607
23121,autograd's elu_backward usage seems not correct,"Closed it thinking I made a mistake but actually indeed seems wrong.

This line is on ATen's Type.h:
`virtual Tensor elu_backward(const Tensor & grad_output, Scalar alpha, Scalar scale, const Tensor & output) const;`

`elu_forward` declaration in derivatives.yaml seems wrong too, no input_scale in ATen",1595
23122,autograd's elu_backward usage seems not correct,"Closed it thinking I made a mistake but actually indeed seems wrong.

This line is on ATen's Type.h:
`virtual Tensor elu_backward(const Tensor & grad_output, Scalar alpha, Scalar scale, const Tensor & output) const;`

`elu_forward` declaration in derivatives.yaml seems wrong too, no input_scale in ATen",1595
23123,Parameters in dict not registered,I believe you have to use [`register_parameter`](https://pytorch.org/docs/stable/nn.html#torch.nn.Module.register_parameter) for this purpose.,3011
23124,Parameters in dict not registered,I believe you have to use [`register_parameter`](https://pytorch.org/docs/stable/nn.html#torch.nn.Module.register_parameter) for this purpose.,3011
23125,Cuda runtime error : the launch timed out and was terminated,Problem cause: https://devtalk.nvidia.com/default/topic/1043126/linux/xid-8-in-various-cuda-deep-learning-applications-for-nvidia-gtx-1080-ti/,4900
23126,Cuda runtime error : the launch timed out and was terminated,Problem cause: https://devtalk.nvidia.com/default/topic/1043126/linux/xid-8-in-various-cuda-deep-learning-applications-for-nvidia-gtx-1080-ti/,4900
23127,[Outdated documentation] Previous Versions Installation with Conda,"pointing `previous versions` to use `soumith` channel was a mistake. We switch from `soumith` to `pytorch` channel (i think in 0.3.1), but forgot to update the page. I just fixed the link via https://github.com/pytorch/pytorch.github.io/commit/398a3b8f6eb53ac3928cc544018e46744afcf5fa

PyTorch Windows support officially released from v0.4.0, and hence we only have 0.4.0 available from the `pytorch` channel since then. For unofficial / previous releases, see `peterjc123`'s channel: https://anaconda.org/peterjc123

Closed via https://github.com/pytorch/pytorch.github.io/commit/398a3b8f6eb53ac3928cc544018e46744afcf5fa
",10431
23128,[Outdated documentation] Previous Versions Installation with Conda,"pointing `previous versions` to use `soumith` channel was a mistake. We switch from `soumith` to `pytorch` channel (i think in 0.3.1), but forgot to update the page. I just fixed the link via https://github.com/pytorch/pytorch.github.io/commit/398a3b8f6eb53ac3928cc544018e46744afcf5fa

PyTorch Windows support officially released from v0.4.0, and hence we only have 0.4.0 available from the `pytorch` channel since then. For unofficial / previous releases, see `peterjc123`'s channel: https://anaconda.org/peterjc123

Closed via https://github.com/pytorch/pytorch.github.io/commit/398a3b8f6eb53ac3928cc544018e46744afcf5fa
",10431
23129,flip a Tensor,"Here's @dmarnerides code but with cuda support

```py
# https://github.com/pytorch/pytorch/issues/229
def flip(x, dim):
    dim = x.dim() + dim if dim < 0 else dim
    inds = tuple(slice(None, None) if i != dim
             else x.new(torch.arange(x.size(i)-1, -1, -1).tolist()).long()
             for i in range(x.dim()))
    return x[inds]

# Code to test it with cpu
a = torch.Tensor([range(1, 25)]).view(1, 2, 3, 4)
print(a)
print(flip(a, 0)) # Or -4
print(flip(a, 1)) # Or -3
print(flip(a, 2)) # Or -2
print(flip(a, 3)) # Or -1

# Code to test it with cuda
a = torch.Tensor([range(1, 25)]).view(1, 2, 3, 4).cuda()
print(a)
print(flip(a, 0)) # Or -4
print(flip(a, 1)) # Or -3
print(flip(a, 2)) # Or -2
print(flip(a, 3)) # Or -1
```",2795
23130,flip a Tensor,"Here's @dmarnerides code but with cuda support

```py
# https://github.com/pytorch/pytorch/issues/229
def flip(x, dim):
    dim = x.dim() + dim if dim < 0 else dim
    inds = tuple(slice(None, None) if i != dim
             else x.new(torch.arange(x.size(i)-1, -1, -1).tolist()).long()
             for i in range(x.dim()))
    return x[inds]

# Code to test it with cpu
a = torch.Tensor([range(1, 25)]).view(1, 2, 3, 4)
print(a)
print(flip(a, 0)) # Or -4
print(flip(a, 1)) # Or -3
print(flip(a, 2)) # Or -2
print(flip(a, 3)) # Or -1

# Code to test it with cuda
a = torch.Tensor([range(1, 25)]).view(1, 2, 3, 4).cuda()
print(a)
print(flip(a, 0)) # Or -4
print(flip(a, 1)) # Or -3
print(flip(a, 2)) # Or -2
print(flip(a, 3)) # Or -1
```",2795
23131,PyTorch goes distributed,"Shubho here from SVAIL @ Baidu

One long-term thing to keep in mind is interfacing with a job scheduler - SLURM is pretty standard. I think using `salloc` with `pytorch_exec` should be fairly easy.

The framework that I helped architect at Baidu follows a peer-to-peer model - all workers are peers - no master and no slave - each peer has access to 1 GPU - and has a synchronous view of the parameter space that is completely replicated on each worker. Workers use MPI to communicate - and the MPI byte-transport layer deals with IBVerb and CUDA shared mem transport (if GPUs are on the same PCI-E root complex and many are). This peer-to-peer architecture is relatively simple and scales really well - at least to 256 GPUs and possibly more (at this point people started losing friends for hogging the cluster). It can also sustain about 70% of InfiniBand's peak bandwidth (for FDR Infiniband) but I had to reimplement the MPI collective operations since they are not optimized. This simple architecture has served us well for anything we train - various recurrent nets with or without attention, wavenet and I don't see why convnets should be an issue. This setup is however not fault tolerant - if a peer dies - the training comes to a halt - and SLURM will time it out and reschedule and this is fairly painless since we save checkpoints and it restarts from the last checkpoint. People rarely notice these failures in practice.

Possibly `torch.distributed` is more full featured than this... I haven't started looking at the code yet.. but will soon...

Happy to test on our cluster since we have FDR InfiniBand backplane with OpenMPI and SLURM and also contribute our learnings and code",5896
23132,PyTorch goes distributed,"Shubho here from SVAIL @ Baidu

One long-term thing to keep in mind is interfacing with a job scheduler - SLURM is pretty standard. I think using `salloc` with `pytorch_exec` should be fairly easy.

The framework that I helped architect at Baidu follows a peer-to-peer model - all workers are peers - no master and no slave - each peer has access to 1 GPU - and has a synchronous view of the parameter space that is completely replicated on each worker. Workers use MPI to communicate - and the MPI byte-transport layer deals with IBVerb and CUDA shared mem transport (if GPUs are on the same PCI-E root complex and many are). This peer-to-peer architecture is relatively simple and scales really well - at least to 256 GPUs and possibly more (at this point people started losing friends for hogging the cluster). It can also sustain about 70% of InfiniBand's peak bandwidth (for FDR Infiniband) but I had to reimplement the MPI collective operations since they are not optimized. This simple architecture has served us well for anything we train - various recurrent nets with or without attention, wavenet and I don't see why convnets should be an issue. This setup is however not fault tolerant - if a peer dies - the training comes to a halt - and SLURM will time it out and reschedule and this is fairly painless since we save checkpoints and it restarts from the last checkpoint. People rarely notice these failures in practice.

Possibly `torch.distributed` is more full featured than this... I haven't started looking at the code yet.. but will soon...

Happy to test on our cluster since we have FDR InfiniBand backplane with OpenMPI and SLURM and also contribute our learnings and code",5896
23133,UnboundLocalError when importing torch.cuda,In pytorch you can import torch.cuda always. cuda is lazy loaded only when actually first used,3753
23134,UnboundLocalError when importing torch.cuda,In pytorch you can import torch.cuda always. cuda is lazy loaded only when actually first used,3753
23135,"ubuntu 16.04, CUDA8 and pytorch have compile issues, investigate","Hi @soumith 

I had this problem. Mine was because of the thrust library in Cuda.  (my version was 8.0.27)

I updated to 8.0.44 (recent version) and it was solved. 

",2846
23136,"ubuntu 16.04, CUDA8 and pytorch have compile issues, investigate","Hi @soumith 

I had this problem. Mine was because of the thrust library in Cuda.  (my version was 8.0.27)

I updated to 8.0.44 (recent version) and it was solved. 

",2846
23137,define default GPU device,"Yeah I think `set_device` would be better. It has much clearer semantics. With `set_default_device` it might sometimes work inside a nested function, and sometimes silently have no effect.

@colesbury I also don't like this very much, but as @soumith says, I think it's useful for notebooks. However, we should clearly discourage its usage in the docs, except for these situations.",8456
23138,define default GPU device,"Yeah I think `set_device` would be better. It has much clearer semantics. With `set_default_device` it might sometimes work inside a nested function, and sometimes silently have no effect.

@colesbury I also don't like this very much, but as @soumith says, I think it's useful for notebooks. However, we should clearly discourage its usage in the docs, except for these situations.",8456
23139,allow forward / backward hooks to rewrite outputs and gradients,"You can overcame the need of the `input`/`output` by using upvalues to the function, and keeping record of them in list/dictionaries.",8584
23140,allow forward / backward hooks to rewrite outputs and gradients,"You can overcame the need of the `input`/`output` by using upvalues to the function, and keeping record of them in list/dictionaries.",8584
23141,auto-wrap tensors as inputs to autograd,"It's pretty much all about making the flag viral or not. The output of the function doesn't require grad if **all** inputs don't require it. This allows you to efficiently use pretrained models and never backprop through them. The output is volatile if **any** of the inputs is volatile. This is convenient for inference because you don't need to modify your parameters, but simply create a volatile input.

Another difference is that at the moment variables with requires_grad=False are still constructing the graph, while volatile ones don't (creator is None for all of them)",4007
23142,auto-wrap tensors as inputs to autograd,"It's pretty much all about making the flag viral or not. The output of the function doesn't require grad if **all** inputs don't require it. This allows you to efficiently use pretrained models and never backprop through them. The output is volatile if **any** of the inputs is volatile. This is convenient for inference because you don't need to modify your parameters, but simply create a volatile input.

Another difference is that at the moment variables with requires_grad=False are still constructing the graph, while volatile ones don't (creator is None for all of them)",4007
23143,squeeze dimension after mean / sum,"I've been working on broadcasting, and it probably makes sense to introduce broadcasting and squeeze dimension together (i.e. ""Broadcasting itself can be added sooner as it doesn't need any thought on backward-compatibility"" isn't quite true).

For example, consider test_nn.test_InstanceNorm1d:
```
        output = IN(input_var)
        
        input_reshaped = input_var.transpose(1, 0).contiguous().view(c, -1)
        mean = input_reshaped.mean(1)

        # do some calculation based on mean.data - IN.running_mean
```

Here, mean.data is (4,1) (because the dimension is not squeezed) and In.running_mean is (4).  The broadcast causes the result of the calculation to be (4,4) instead of (4,1), which changes the calculation (e.g. imagine a sum).  If mean is changed to squeeze the dimension, this calculation ""just works"" as written.  Clearly there are cases where this won't hold, but it seems like introducing them together may cause less disruption.",3347
23144,squeeze dimension after mean / sum,"I've been working on broadcasting, and it probably makes sense to introduce broadcasting and squeeze dimension together (i.e. ""Broadcasting itself can be added sooner as it doesn't need any thought on backward-compatibility"" isn't quite true).

For example, consider test_nn.test_InstanceNorm1d:
```
        output = IN(input_var)
        
        input_reshaped = input_var.transpose(1, 0).contiguous().view(c, -1)
        mean = input_reshaped.mean(1)

        # do some calculation based on mean.data - IN.running_mean
```

Here, mean.data is (4,1) (because the dimension is not squeezed) and In.running_mean is (4).  The broadcast causes the result of the calculation to be (4,4) instead of (4,1), which changes the calculation (e.g. imagine a sum).  If mean is changed to squeeze the dimension, this calculation ""just works"" as written.  Clearly there are cases where this won't hold, but it seems like introducing them together may cause less disruption.",3347
23145,gradient clip for optimizer,"For those reading this thread, note that clip_grad_norm is now deprecated for clip_grad_norm_",2584
23146,gradient clip for optimizer,"For those reading this thread, note that clip_grad_norm is now deprecated for clip_grad_norm_",2584
23147,Segmentation fault when dividing by zero with integer tensors,"integer division by zero getting a FP exception is something we cannot avoid, it's a hardware exception. Numpy wraps it's integer division code to literally check the denominators with conditionals and instead generates fpectl exceptions. I dont think this can be a hi-pri issue for us just looking at the amount of work involved in refactoring TH.

Your second issue looks more like a bug.",9685
23148,Segmentation fault when dividing by zero with integer tensors,"integer division by zero getting a FP exception is something we cannot avoid, it's a hardware exception. Numpy wraps it's integer division code to literally check the denominators with conditionals and instead generates fpectl exceptions. I dont think this can be a hi-pri issue for us just looking at the amount of work involved in refactoring TH.

Your second issue looks more like a bug.",9685
23149,Softmax2d and LogSoftmax don't work for 2d and higher,"It looks correct to me. `Softmax2d` does a softmax over channels, in each point of the 3rd and 4th dimension independently. You have only a single channel, so all values get normalized to ones.",3955
23150,Softmax2d and LogSoftmax don't work for 2d and higher,"It looks correct to me. `Softmax2d` does a softmax over channels, in each point of the 3rd and 4th dimension independently. You have only a single channel, so all values get normalized to ones.",3955
23151,CUDA initialization fails fatally in multiprocessing,"Seems that multithreading works in this example. I will first try this line and see how it works. 

Thanks all for the help! ",5807
23152,CUDA initialization fails fatally in multiprocessing,"Seems that multithreading works in this example. I will first try this line and see how it works. 

Thanks all for the help! ",5807
23153,cudnn backend needs contiguity checks to report better error messages,"Ok, so it appears that cuDNN conv modules could give invalid results, but that could happen only if one had non-contiguous weights. **As long as you sticked to nn modules this bug did not affect you in any way.** For RNN modules, we haven't seen any issues like these with conv, but we'll go over the code to make sure there are no more errors like these.

Another other error is that sometimes non-contuguous inputs gave `CUDNN_STATUS_INTERNAL_ERROR` for some unknown reason. But it was harmless in a sense, that it would quietly mess up your results.

@ngimel do you know of any other places where we should be more careful with contiguity checks? any hints on why non-contig inputs can give internal errors?",4604
23154,cudnn backend needs contiguity checks to report better error messages,"Ok, so it appears that cuDNN conv modules could give invalid results, but that could happen only if one had non-contiguous weights. **As long as you sticked to nn modules this bug did not affect you in any way.** For RNN modules, we haven't seen any issues like these with conv, but we'll go over the code to make sure there are no more errors like these.

Another other error is that sometimes non-contuguous inputs gave `CUDNN_STATUS_INTERNAL_ERROR` for some unknown reason. But it was harmless in a sense, that it would quietly mess up your results.

@ngimel do you know of any other places where we should be more careful with contiguity checks? any hints on why non-contig inputs can give internal errors?",4604
23155,"nn.Sequential should have an add_module(module) instead of add_module(name, module)","If you want to just change the stride/padding/dilation, you can just directly change the [property](https://github.com/pytorch/pytorch/blob/master/torch/nn/modules/conv.py#L22) on the `ConvNd` object.

If you want to reuse the pretrained weight, just do `new_layer.weight = orig_layer.weight` and then use the `new_layer` when constructing the new `Sequential`.",3586
23156,"nn.Sequential should have an add_module(module) instead of add_module(name, module)","If you want to just change the stride/padding/dilation, you can just directly change the [property](https://github.com/pytorch/pytorch/blob/master/torch/nn/modules/conv.py#L22) on the `ConvNd` object.

If you want to reuse the pretrained weight, just do `new_layer.weight = orig_layer.weight` and then use the `new_layer` when constructing the new `Sequential`.",3586
23157,"Some function don't implement ""out=result"" convention",`out` has to be a `ByteTensor`.,8736
23158,"Some function don't implement ""out=result"" convention",`out` has to be a `ByteTensor`.,8736
23159,THNN unnecessary .zero() calls on gradients,this is now fixed in master: https://github.com/pytorch/pytorch/blob/master/torch/csrc/autograd/functions/batch_normalization.cpp#L119,10898
23160,THNN unnecessary .zero() calls on gradients,this is now fixed in master: https://github.com/pytorch/pytorch/blob/master/torch/csrc/autograd/functions/batch_normalization.cpp#L119,10898
23161,"binaries compiled against newer numpy, but executed with older numpy error out",upgrade your numpy,11295
23162,"binaries compiled against newer numpy, but executed with older numpy error out",upgrade your numpy,11295
23163,simpler explode and join,"Just tried `torch.stack`, it's great, thanks!

Re #289, numpy-like broadcast would be awesome (even if it was an explicit broadcast, like `t.broadcast(dim, num_repeat)`).",4039
23164,simpler explode and join,"Just tried `torch.stack`, it's great, thanks!

Re #289, numpy-like broadcast would be awesome (even if it was an explicit broadcast, like `t.broadcast(dim, num_repeat)`).",4039
23165,How to package pytorch with the file build from source.,Use `python setup.py bdist_wheel` to build a wheel file. The wheel file will be in the `dist` sub-directory.,8080
23166,How to package pytorch with the file build from source.,Use `python setup.py bdist_wheel` to build a wheel file. The wheel file will be in the `dist` sub-directory.,8080
23167,Missing tests for most torch.*(out=...) tensor operators,"I think https://github.com/pytorch/pytorch/pull/53259 addresses this issue. Let me know if you agree @antocuni. If it doesn't, let's maybe open a new issue that explains what else should be done.",3230
23168,Missing tests for most torch.*(out=...) tensor operators,"I think https://github.com/pytorch/pytorch/pull/53259 addresses this issue. Let me know if you agree @antocuni. If it doesn't, let's maybe open a new issue that explains what else should be done.",3230
23169,BatchSampler & PEP 479,"try making the list [1,2,3] into an iterator and try again. That iterator would raise StopIteration at the end and it would be converted to RuntimeError in this parent iterator according to the PEP.",11271
23170,BatchSampler & PEP 479,"try making the list [1,2,3] into an iterator and try again. That iterator would raise StopIteration at the end and it would be converted to RuntimeError in this parent iterator according to the PEP.",11271
23171,`CatTransform` should work with `event_dim > 0` transforms,"@vikigenius hmm I think I see your point now, and I think my previous comment was wrong. Does this look right to you:
1. The concatenation `dim` can be either a batch dim or an event dim.
2. If `dim` is a batch dim then the current logic is correct, i.e. concatenate the log-det-jacobians:
    ```py
    logdeghacs = []
    for trans, length in zip(self.transforms, self.lengths):
        ...
        logdetjacs.append(trans.log_abs_det_jacobian(...))
    return torch.cat(logdetjacs, dim=self.dim)
    ```
3. If `dim` is an event dim then we need new logic to instead *add* the component log-det-jacobians:
    ```py
    ...
    return sum(logdetjacs)
    ```

If this sounds correct, then I think there's a pretty simple fix:

<details>

```diff
diff --git a/torch/distributions/transforms.py b/torch/distributions/transforms.py
index 09e00d55e8..eddce21c25 100644
--- a/torch/distributions/transforms.py
+++ b/torch/distributions/transforms.py
@@ -633,6 +633,7 @@ class CatTransform(Transform):
     """"""
     def __init__(self, tseq, dim=0, lengths=None, cache_size=0):
         assert all(isinstance(t, Transform) for t in tseq)
+        assert len({t.event_dim for t in tseq}) == 1
         if cache_size:
             tseq = [t.with_cache(cache_size) for t in tseq]
         super(CatTransform, self).__init__(cache_size=cache_size)
@@ -686,7 +687,15 @@ class CatTransform(Transform):
             yslice = y.narrow(self.dim, start, length)
             logdetjacs.append(trans.log_abs_det_jacobian(xslice, yslice))
             start = start + length  # avoid += for jit compat
-        return torch.cat(logdetjacs, dim=self.dim)
+        dim = self.event_dim + (self.dim if self.dim < 0 else self.dim - x.dim())
+        if dim < 0:  # concatenate along a batch_dim
+            return torch.cat(logdetjacs, dim=dim)
+        else:  # concatenate along an event_dim
+            return sum(logdetjacs)
+
+    @property
+    def event_dim(self):
+        return self.transforms[0].event_dim

     @property
     def bijective(self):
```

</details>",728
23172,`CatTransform` should work with `event_dim > 0` transforms,"@vikigenius hmm I think I see your point now, and I think my previous comment was wrong. Does this look right to you:
1. The concatenation `dim` can be either a batch dim or an event dim.
2. If `dim` is a batch dim then the current logic is correct, i.e. concatenate the log-det-jacobians:
    ```py
    logdeghacs = []
    for trans, length in zip(self.transforms, self.lengths):
        ...
        logdetjacs.append(trans.log_abs_det_jacobian(...))
    return torch.cat(logdetjacs, dim=self.dim)
    ```
3. If `dim` is an event dim then we need new logic to instead *add* the component log-det-jacobians:
    ```py
    ...
    return sum(logdetjacs)
    ```

If this sounds correct, then I think there's a pretty simple fix:

<details>

```diff
diff --git a/torch/distributions/transforms.py b/torch/distributions/transforms.py
index 09e00d55e8..eddce21c25 100644
--- a/torch/distributions/transforms.py
+++ b/torch/distributions/transforms.py
@@ -633,6 +633,7 @@ class CatTransform(Transform):
     """"""
     def __init__(self, tseq, dim=0, lengths=None, cache_size=0):
         assert all(isinstance(t, Transform) for t in tseq)
+        assert len({t.event_dim for t in tseq}) == 1
         if cache_size:
             tseq = [t.with_cache(cache_size) for t in tseq]
         super(CatTransform, self).__init__(cache_size=cache_size)
@@ -686,7 +687,15 @@ class CatTransform(Transform):
             yslice = y.narrow(self.dim, start, length)
             logdetjacs.append(trans.log_abs_det_jacobian(xslice, yslice))
             start = start + length  # avoid += for jit compat
-        return torch.cat(logdetjacs, dim=self.dim)
+        dim = self.event_dim + (self.dim if self.dim < 0 else self.dim - x.dim())
+        if dim < 0:  # concatenate along a batch_dim
+            return torch.cat(logdetjacs, dim=dim)
+        else:  # concatenate along an event_dim
+            return sum(logdetjacs)
+
+    @property
+    def event_dim(self):
+        return self.transforms[0].event_dim

     @property
     def bijective(self):
```

</details>",728
23173,Build-from-source Failed on Mac OS,"Hi,

This is simple to fix. All you have to do is to change the `%ld` to `%lld` at `torch/csrc/jit/codegen/cuda/kernel_cache.cpp:29` and `torch/csrc/jit/codegen/cuda/kernel_cache.cpp:31`. Can you make that change and try to build?",2877
23174,Build-from-source Failed on Mac OS,"Hi,

This is simple to fix. All you have to do is to change the `%ld` to `%lld` at `torch/csrc/jit/codegen/cuda/kernel_cache.cpp:29` and `torch/csrc/jit/codegen/cuda/kernel_cache.cpp:31`. Can you make that change and try to build?",2877
23175,[Windows CUDA Build] Unknown option '-Xcompiler /w -w',"Seems it's similar but not exactly that issue (and that's already fixed, probably)

Found 2 ways around:
1. Turn off cuda separable compilation.
2. msbuild is probably OK. But it's way too slow (no concurrency for nvcc, will run for hours) so I didn't do a full test.",5802
23176,[Windows CUDA Build] Unknown option '-Xcompiler /w -w',"Seems it's similar but not exactly that issue (and that's already fixed, probably)

Found 2 ways around:
1. Turn off cuda separable compilation.
2. msbuild is probably OK. But it's way too slow (no concurrency for nvcc, will run for hours) so I didn't do a full test.",5802
23177,Implementation of 2d bicubic grid sampler,"Answer to myself. If the forward is implemented, the numerical method could be used to get the ground truth of backward gradient. i.e. forward a small amount dh, then get the output dH. dH/dh is the partial differential for the specific pixel output and pixel input",1147
23178,Implementation of 2d bicubic grid sampler,"Answer to myself. If the forward is implemented, the numerical method could be used to get the ground truth of backward gradient. i.e. forward a small amount dh, then get the output dH. dH/dh is the partial differential for the specific pixel output and pixel input",1147
23179,"Something goes wrong with pytorch build from source,","Hi,

We use github issues only for bugs or feature requests.
Please use the forum to ask questions: https://discuss.pytorch.org/

In your case it looks like some issues with the GLOO detection. Are you planning on using distributed? If not you can try to set `USE_DISTRIBUTED=0`.",2879
23180,"Something goes wrong with pytorch build from source,","Hi,

We use github issues only for bugs or feature requests.
Please use the forum to ask questions: https://discuss.pytorch.org/

In your case it looks like some issues with the GLOO detection. Are you planning on using distributed? If not you can try to set `USE_DISTRIBUTED=0`.",2879
23181,OneCycleLR Scheduler does not have argument for verbose,Fixed by #41580,2456
23182,OneCycleLR Scheduler does not have argument for verbose,Fixed by #41580,2456
23183,rewrite the torch.sparse main doc page,"For me it was super-confusing multitude of different matrix multiply ops:
torch.mm, torch.matmul torch.sparse.mm, torch.sparse.FloatTensor.spmm, torch.sparse.FloatTensor.hspmm, torch.sparse.FloatTensor.sspmm

My practical usecase was sketching: dense-sparse multiply with +1/-1 sparse matrix (requires no gradient to the sparse tensor): https://gist.github.com/vadimkantorov/d9b56f9b85f1f4ce59ffecf893a1581a#file-compact_bilinear_pooling-py-L15 ",2555
23184,rewrite the torch.sparse main doc page,"For me it was super-confusing multitude of different matrix multiply ops:
torch.mm, torch.matmul torch.sparse.mm, torch.sparse.FloatTensor.spmm, torch.sparse.FloatTensor.hspmm, torch.sparse.FloatTensor.sspmm

My practical usecase was sketching: dense-sparse multiply with +1/-1 sparse matrix (requires no gradient to the sparse tensor): https://gist.github.com/vadimkantorov/d9b56f9b85f1f4ce59ffecf893a1581a#file-compact_bilinear_pooling-py-L15 ",2555
23185,[feature request] ONNX export for torch.std_mean / torch.var_mean,We recently merged a PR (https://github.com/pytorch/pytorch/pull/45678) adding support for `var_mean` and `std_mean`. Please try it out and see if we can close this item.,8282
23186,[feature request] ONNX export for torch.std_mean / torch.var_mean,We recently merged a PR (https://github.com/pytorch/pytorch/pull/45678) adding support for `var_mean` and `std_mean`. Please try it out and see if we can close this item.,8282
23187,[JIT] RuntimeError:  ill formed octal specifier for List[str],Thanks for the help @SplitInfinity. I can confirm that 1.7 solved the problem :D,6856
23188,[JIT] RuntimeError:  ill formed octal specifier for List[str],Thanks for the help @SplitInfinity. I can confirm that 1.7 solved the problem :D,6856
